Team_Name,Points_Scored,Game_ID,Field Goals Made,Field Goals Attempted,Free Throws Made,Free Throws Attempted,Three Point Made,Three Point Attempted,Total Points,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,Technical Fouls
Kenosha Indian Trail,77,36749383,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0
Racine Case,88,36749383,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0
Whitefish Bay,56,36752383,15,47,11,14,3,15,46,11,21,32,10,22,5,3,17,0
Slinger,46,36752383,17,51,14,22,8,30,56,10,13,23,10,0,13,9,0,0
Alma/Pepin,59,38123676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsville,44,38123676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitnall,40,38166840,16,56,13,17,5,20,50,10,23,33,8,10,12,4,17,0
Sussex Hamilton,50,38166840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenosha Christian Life,29,36749369,0,0,9,14,7,15,88,0,0,0,0,0,0,0,0,0
Brookfield Academy,88,36749369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middleton,28,36750094,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0
Verona,81,36750094,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
Sun Prairie East,60,36751763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison Memorial,53,36751763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
