Team_Name,Points_Scored,Game_ID,Field Goals Made,Field Goals Attempted,Free Throws Made,Free Throws Attempted,Three Point Made,Three Point Attempted,Total Points,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,Technical Fouls
Cornell,36,36748221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilman,63,36748221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilmanton,26,36748928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boyceville,72,36748928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lac Courte Oreilles,30,36749540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Holcombe,58,36749540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oneida Nation,73,37421606,10,31,5,9,1,10,26,9,20,29,7,27,5,0,9,0
West Allis Central,26,37421606,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0
Badger,50,36747458,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
East Troy,37,36747458,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
Milton,64,36750103,28,68,17,28,5,15,78,15,30,45,13,14,9,6,19,0
Waterford,78,36750103,19,0,19,21,7,0,64,0,0,0,0,0,0,0,0,0
New Lisbon,39,36750375,29,93,10,15,2,19,70,25,29,54,13,0,14,2,16,0
Mauston,70,36750375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheboygan South,78,36751439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Bay East,12,36751439,35,78,2,2,6,24,78,25,22,47,16,9,19,4,5,0
Black Hawk,45,36788076,14,43,8,24,3,17,38,5,19,24,13,19,5,2,18,0
Shullsburg,39,36788076,17,33,5,12,2,13,45,6,30,36,15,17,5,0,18,0
Adams-Friendship,72,36747215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portage,16,36747215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auburndale,66,36747440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rosholt,45,36747440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barneveld,43,36747502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster,32,36747502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colfax,38,36748184,7,37,8,19,3,16,25,4,34,38,4,17,2,0,0,0
Clear Lake,25,36748184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbus,48,36748201,26,48,4,7,4,16,60,13,21,34,20,10,2,1,10,0
Randolph,60,36748201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spencer,24,36751607,26,65,19,31,5,16,76,24,19,43,15,20,24,2,14,0
Athens,75,36751607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Mary Catholic,55,36751684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacelli,35,36751684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Three Lakes,47,36751845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phillips,80,36751845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Dickinson (MI),30,36832634,18,60,21,28,8,33,65,15,21,36,14,14,24,0,6,0
Florence,65,36832634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colby,55,36748167,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0
Thorp,66,36748167,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
La Farge/Youth Initiative,49,36749529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riverdale,40,36749529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Crawford,52,36750441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argyle,58,36750441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southwestern,37,36751589,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0
Potosi/Cassville,47,36751589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waterloo,57,36752034,20,59,7,16,4,17,51,11,29,40,14,18,8,5,23,0
Lodi,51,36752034,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0
Benton,51,36762425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monticello,57,36762425,19,64,12,24,1,11,51,16,31,47,9,22,9,2,18,0
