Team_Name,Points_Scored,Game_ID,Field Goals Made,Field Goals Attempted,Free Throws Made,Free Throws Attempted,Three Point Made,Three Point Attempted,Total Points,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,Technical Fouls
Kenosha Indian Trail,0,36749383,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0
Racine Case,0,36749383,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0
Alma/Pepin,59,38123676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsville,44,38123676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitnall,40,38166840,16,56,13,17,5,20,50,10,23,33,8,10,12,4,17,0
Sussex Hamilton,50,38166840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Janesville Craig,71,36749295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison East,43,36749295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middleton,28,36750094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verona,81,36750094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Prairie West,68,36751773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison La Follette,70,36751773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
